SUPPLIER,PRODUCT_PART_NUMBER,PACKAGING_DESCR,MARKETING_STATUS,ROHS_COMPLIANCE_GRADE,PRODUCT_URL,PARAMETRICS_URL,DATASHEET_URL,KEY_FEATURES,SHORT_DESCRIPTION,PB_FREE,EU_ROHS,HALOGEN_FREE,RHF_INDICATOR,REACH_SVHC
NXP,S912XDT512J1VAGPackage :LQFP144,S912XDT512J1VAGR(935316874528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT512J1VAAPackage :HQFP80,S912XDT512J1VAAR(935309727528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT512J1CALPackage :LQFP112,S912XDT512J1CAL(935321295557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT512J1CAGPackage :LQFP144,S912XDT512J1CAG(935316857557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT512J1CAGR(935316857528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT512F0CAGPackage :LQFP144,S912XDT512F0CAGR(935317178528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384J1VALPackage :LQFP112,S912XDT384J1VAL(935309742557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384J1VALR(935309742528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT384J1MALPackage :LQFP112,S912XDT384J1MAL(935313821557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384J1MALR(935313821528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT384J1MAGPackage :LQFP144,S912XDT384J1MAG(935309741557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384J1CALPackage :LQFP112,S912XDT384J1CALR(935316883528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384J1CAAPackage :HQFP80,S912XDT384J1CAA(935316882557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384J1CAAR(935316882528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT384J0CAGPackage :LQFP144,S912XDT384J0CAGR(935309739528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384F0VALPackage :LQFP112,S912XDT384F0VALR(935325507528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT384F0CALPackage :LQFP112,S912XDT384F0CALR(935317246528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1VALPackage :LQFP112,S912XDT256F1VAL(935317007557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1VALR(935317007528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT256F1VAAPackage :HQFP80,S912XDT256F1VAA(935309854557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1MALPackage :LQFP112,S912XDT256F1MAL(935310331557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1MALR(935310331528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT256F1MAGPackage :LQFP144,S912XDT256F1MAG(935316962557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1MAGR(935316962528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT256F1MAAPackage :HQFP80,S912XDT256F1MAA(935325417557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1CALPackage :LQFP112,S912XDT256F1CAL(935309862557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1CAGPackage :LQFP144,S912XDT256F1CAG(935315552557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDT256F1CAGR(935315552528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDT256F1CAAPackage :HQFP80,S912XDT256F1CAA(935313918557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDQ256F1VALPackage :LQFP112,S912XDQ256F1VALR(935314091528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDQ256F1VAAPackage :HQFP80,S912XDQ256F1VAA(935313966557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDQ256F1MALPackage :LQFP112,S912XDQ256F1MAL(935316978557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1VALPackage :LQFP112,S912XDP512J1VAL(935316856557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1VALR(935316856528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512J1VAGPackage :LQFP144,S912XDP512J1VAG(935318077557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1VAGR(935318077528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512J1MALPackage :LQFP112,S912XDP512J1MAL(935312243557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1MALR(935312243528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512J1CALPackage :LQFP112,S912XDP512J1CAL(935309738557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1CALR(935309738528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512J1CAGPackage :LQFP144,S912XDP512J1CAG(935323673557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1CAGR(935323673528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512J1CAAPackage :HQFP80,S912XDP512J1CAA(935309733557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J1CAAR(935309733528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512J0MAGPackage :LQFP144,S912XDP512J0MAG(935309737557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512J0CALPackage :LQFP112,S912XDP512J0CALR(935319301528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512F0MALPackage :LQFP112,S912XDP512F0MAL(935325496557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512F0MAGPackage :LQFP144,S912XDP512F0MAG(935315178557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512F0MAGR(935315178528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512F0CALPackage :LQFP112,S912XDP512F0CAL(935314169557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512F0CALR(935314169528),End of Life,Yes,Ecopack3,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",YesCertificate Of Analysis (CoA),Yes,D,e3,Reach SVHC
NXP,S912XDP512F0CAGPackage :LQFP144,S912XDP512F0CAGR(935314171528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDP512F0CAAPackage :HQFP80,S912XDP512F0CAAR(935314175528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDG512J1CAGPackage :LQFP144,S912XDG512J1CAGR(935316996528),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDG256F1MALPackage :LQFP112,S912XDG256F1MAL(935319409557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
NXP,S912XDG256F1MAGPackage :LQFP144,S912XDG256F1MAG(935313961557),End of Life,,https://www.nxp.com/products/S12XD,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC9S12XDP512RMV2.pdf,,"Targeted for automotive multiplexing and mid-range body applications requiring flash from 64 KB to 512 KB, the MC9S12XD family gives you 32-bit performance (up to 80 MHz) with all the advantages and efficiencies of a 16-bit MCU.",Yes,YesCertificate Of Analysis (CoA),Yes,D,e3
